Name,Type1,Type2,Red,Blue,Yellow,Gold,Silver,Crystal,Ruby,Sapphire,FireRed,LeafGreen,Emerald,Diamond,Pearl,Platinum,HeartGold,SoulSilver,Black,White,Black 2,White 2,X,Y,Omega Ruby,Alpha Sapphire,Sun,Moon,Ultra Sun,Ultra Moon,Let's Go Pikachu,Let's Go Eevee,Sword,Shield,Brilliant Diamond,Shining Pearl,Legends: Arceus,Scarlet,Violet
Barboach,Water,Ground,,,,,,,"Route 111, 114, 120, Meteor Falls, Victory Road","Route 111, 114, 120, Meteor Falls, Victory Road",Trade/migrate from another game,Trade/migrate from another game,"Route 111, 114, 120, Meteor Falls, Victory Road","Route 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path","Route 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path","Route 205, 210, 225, 227, 228, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path",Breed Whiscash,Breed Whiscash,"Route 8, Icirrus City, Moor of Icirrus","Route 8, Icirrus City, Moor of Icirrus","Route 8, Icirrus City, Moor of Icirrus","Route 8, Icirrus City, Moor of Icirrus","Route 14, 19","Route 14, 19","Route 111, 114, 120, Meteor Falls, Scorched Slab, Victory Road","Route 111, 114, 120, Meteor Falls, Scorched Slab, Victory Road","Seaward Cave, Paniola Town, Poni Gauntlet, Poni Meadow, Vast Poni Canyon","Seaward Cave, Paniola Town, Poni Gauntlet, Poni Meadow, Vast Poni Canyon","Seaward Cave, Paniola Town, Royal Avenue, Poni Gauntlet, Poni Meadow, Vast Poni Canyon","Seaward Cave, Paniola Town, Royal Avenue, Poni Gauntlet, Poni Meadow, Vast Poni Canyon",Not available in this game,Not available in this game,"South Lake Miloch, Slumbering Weald, Motostoke, North Lake Miloch, Stony Wilderness, Galar Mine No. 2, Brawlers' Cave, Soothing Wetlands, Giant's Bed, Giant's Foot, Roaring-Sea Caves, Ballimere Lake","South Lake Miloch, Slumbering Weald, Motostoke, North Lake Miloch, Stony Wilderness, Galar Mine No. 2, Brawlers' Cave, Soothing Wetlands, Giant's Bed, Giant's Foot, Roaring-Sea Caves, Ballimere Lake","Route 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path, Fountainspring Cave, Swampy Cave, Riverbank Cave, Still-Water Cavern, Bogsunk Cavern","Route 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path, Fountainspring Cave, Swampy Cave, Riverbank Cave, Still-Water Cavern, Bogsunk Cavern","Gapejaw Bog, Lake Valor, Wayward Cave","Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area Three), Glaseado Mountain","Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area Three), Glaseado Mountain"
Whiscash,Water,Ground,,,,,,,"Meteor Falls, Victory Road","Meteor Falls, Victory Road",Trade/migrate from another game,Trade/migrate from another game,"Meteor Falls, Victory Road","Route 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path","Route 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path","Route 205, 210, 225, 227, 228, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path",Violet City,Violet City,"Route 8, Icirrus City, Moor of Icirrus","Route 8, Icirrus City, Moor of Icirrus","Route 8, Icirrus City, Moor of Icirrus","Route 8, Icirrus City, Moor of Icirrus","Route 14, 19","Route 14, 19",Meteor Falls,Meteor Falls,"Seaward Cave, Paniola Town, Poni Gauntlet, Poni Meadow, Vast Poni Canyon","Seaward Cave, Paniola Town, Poni Gauntlet, Poni Meadow, Vast Poni Canyon","Seaward Cave, Paniola Town, Poni Gauntlet, Poni Meadow, Vast Poni Canyon","Seaward Cave, Paniola Town, Poni Gauntlet, Poni Meadow, Vast Poni Canyon",Not available in this game,Not available in this game,"Slumbering Weald, Soothing Wetlands, Giant's Bed, Giant's Foot","Slumbering Weald, Soothing Wetlands, Giant's Bed, Giant's Foot","Route 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path, Fountainspring Cave, Swampy Cave, Riverbank Cave, Still-Water Cavern, Bogsunk Cavern","Route 205, 208, 210, 212, 227, 228, Celestic Town, Eterna City, Great Marsh, Mt. Coronet, Oreburgh Gate, Ravaged Path, Fountainspring Cave, Swampy Cave, Riverbank Cave, Still-Water Cavern, Bogsunk Cavern","Gapejaw Bog, Lake Valor, Wayward Cave","Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area Three), Glaseado Mountain","Tagtree Thicket, Casseroya Lake, North Province (Area One), North Province (Area Two), East Province (Area Three), South Province (Area One), South Province (Area Four), South Province (Area Five), South Province (Area Six), West Province (Area Three), Glaseado Mountain"
Corphish,Water,None,,,,,,,"Route 102, 117, Petalburg City","Route 102, 117, Petalburg City",Trade/migrate from another game,Trade/migrate from another game,"Route 102, 117, Petalburg City",Celestic Town,Celestic Town,Celestic Town,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,White Forest,"Route 3, Striaton City","Route 3, Striaton City","Route 3, Parfum Palace","Route 3, Parfum Palace","Route 102, 117, 123, Petalburg City","Route 102, 117, 123, Petalburg City",Trade/migrate from another game,Trade/migrate from another game,Vast Poni Canyon,Vast Poni Canyon,Not available in this game,Not available in this game,"South Lake Miloch, Giant's Cap, Galar Mine No. 2, Challenge Beach, Forest of Focus, Soothing Wetlands, Training Lowlands","South Lake Miloch, Giant's Cap, Galar Mine No. 2, Challenge Beach, Forest of Focus, Soothing Wetlands, Training Lowlands","Celestic Town, Spacious Cave, Fountainspring Cave, Riverbank Cave, Still-Water Cavern","Celestic Town, Spacious Cave, Fountainspring Cave, Riverbank Cave, Still-Water Cavern",Not available in this game,Not available in this game,Not available in this game
Crawdaunt,Water,Dark,,,,,,,Evolve Corphish,Evolve Corphish,Trade/migrate from another game,Trade/migrate from another game,Evolve Corphish,Celestic Town,Celestic Town,Celestic Town,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Evolve Corphish,"Route 3, Striaton City","Route 3, Striaton City","Route 3, Parfum Palace","Route 3, Parfum Palace","Route 117, 123","Route 117, 123",Trade/migrate from another game,Trade/migrate from another game,Vast Poni Canyon,Vast Poni Canyon,Not available in this game,Not available in this game,"Axew's Eye, Giant's Seat","Axew's Eye, Giant's Seat","Celestic Town, Spacious Cave, Fountainspring Cave, Riverbank Cave, Still-Water Cavern","Celestic Town, Spacious Cave, Fountainspring Cave, Riverbank Cave, Still-Water Cavern",Not available in this game,Not available in this game,Not available in this game
Baltoy,Ground,Psychic,,,,,,,Route 111,Route 111,Trade/migrate from another game,Trade/migrate from another game,Route 111,Route 206,Route 206,Route 206,Route 3,Trade/migrate from another game,Breed Claydol,Breed Claydol,Relic Castle,Relic Castle,Trade/migrate from another game,Trade/migrate from another game,Route 111,Route 111,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Haina Desert,Not available in this game,Not available in this game,"Rolling Fields, South Lake Miloch, East Lake Axewell, Axew's Eye, Bridge Field, Dappled Grove, West Lake Axewell, Giant's Cap, Hammerlocke Hills, North Lake Miloch, Stony Wilderness","Rolling Fields, South Lake Miloch, East Lake Axewell, Axew's Eye, Bridge Field, Dappled Grove, West Lake Axewell, Giant's Cap, Hammerlocke Hills, North Lake Miloch, Stony Wilderness","Route 206, Rocky Cave, Dazzling Cave, Big Bluff Cavern, Stargleam Cavern","Route 206, Rocky Cave, Dazzling Cave, Big Bluff Cavern, Stargleam Cavern",Not available in this game,Not available in this game,Not available in this game
Claydol,Ground,Psychic,,,,,,,Sky Pillar,Sky Pillar,Trade/migrate from another game,Trade/migrate from another game,Sky Pillar,Evolve Baltoy,Evolve Baltoy,Evolve Baltoy,Evolve Baltoy,Trade/migrate from another game,Relic Castle,Relic Castle,Evolve Baltoy,Evolve Baltoy,Trade/migrate from another game,Trade/migrate from another game,Sky Pillar,Sky Pillar,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Evolve Baltoy,Not available in this game,Not available in this game,"Axew's Eye, Lake of Outrage, Giant's Foot, Three-Point Pass","Axew's Eye, Lake of Outrage, Giant's Foot, Three-Point Pass",Evolve Baltoy,Evolve Baltoy,Not available in this game,Not available in this game,Not available in this game
Lileep,Rock,Grass,,,,,,,Rustboro City,Rustboro City,Trade/migrate from another game,Trade/migrate from another game,Rustboro City,Oreburgh City,Oreburgh City,Oreburgh City,Pewter City,Pewter City,Nacrene City,Nacrene City,Nacrene City,Nacrene City,Ambrette Town,Ambrette Town,Rustboro City,Rustboro City,Trade/migrate from another game,Trade/migrate from another game,Route 8,Route 8,Not available in this game,Not available in this game,"Giant's Bed, Giant's Foot","Giant's Bed, Giant's Foot",Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Cradily,Rock,Grass,,,,,,,Evolve Lileep,Evolve Lileep,Trade/migrate from another game,Trade/migrate from another game,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Evolve Lileep,Trade/migrate from another game,Trade/migrate from another game,Evolve Lileep,Evolve Lileep,Not available in this game,Not available in this game,Evolve Lileep,Evolve Lileep,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Anorith,Rock,Bug,,,,,,,Rustboro City,Rustboro City,Trade/migrate from another game,Trade/migrate from another game,Rustboro City,Oreburgh City,Oreburgh City,Oreburgh City,Pewter City,Pewter City,Nacrene City,Nacrene City,Nacrene City,Nacrene City,Ambrette Town,Ambrette Town,Rustboro City,Rustboro City,Trade/migrate from another game,Trade/migrate from another game,Route 8,Route 8,Not available in this game,Not available in this game,Ballimere Lake,Ballimere Lake,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Armaldo,Rock,Bug,,,,,,,Evolve Anorith,Evolve Anorith,Trade/migrate from another game,Trade/migrate from another game,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Evolve Anorith,Trade/migrate from another game,Trade/migrate from another game,Evolve Anorith,Evolve Anorith,Not available in this game,Not available in this game,Evolve Anorith,Evolve Anorith,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Feebas,Water,None,,,,,,,Route 119,Route 119,Trade/migrate from another game,Trade/migrate from another game,Route 119,Mt. Coronet,Mt. Coronet,Mt. Coronet,Trade/migrate from another game,Trade/migrate from another game,Route 1,Route 1,Route 1,Route 1,Trade/migrate from another game,Trade/migrate from another game,Route 119,Route 119,Brooklet Hill,Brooklet Hill,Brooklet Hill,Brooklet Hill,Not available in this game,Not available in this game,"Route 2, Roaring-Sea Caves","Route 2, Roaring-Sea Caves",Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Milotic,Water,None,,,,,,,Evolve Feebas,Evolve Feebas,Trade/migrate from another game,Trade/migrate from another game,Evolve Feebas,Evolve Feebas,Evolve Feebas,Evolve Feebas,Trade/migrate from another game,Trade/migrate from another game,Route 1,Route 1,Route 1,Route 1,Trade/migrate from another game,Trade/migrate from another game,Evolve Feebas,Evolve Feebas,Evolve Feebas,Evolve Feebas,Evolve Feebas,Evolve Feebas,Not available in this game,Not available in this game,Evolve Feebas,Evolve Feebas,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Castform,Normal,None,,,,,,,Route 119,Route 119,Trade/migrate from another game,Trade/migrate from another game,Route 119,Trophy Garden,Trophy Garden,Trophy Garden,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Route 6,Route 6,Trade/migrate from another game,Trade/migrate from another game,Route 119,Route 119,"Route 17, Lush Jungle, Tapu Village, Haina Desert, Malie Garden, Mount Lanakila, Exeggutor Island","Route 17, Lush Jungle, Tapu Village, Haina Desert, Malie Garden, Mount Lanakila, Exeggutor Island","Route 17, Lush Jungle, Tapu Village, Haina Desert, Malie Garden, Mount Lanakila, Exeggutor Island","Route 17, Lush Jungle, Tapu Village, Haina Desert, Malie Garden, Mount Lanakila, Exeggutor Island",Not available in this game,Not available in this game,Not available in this game,Not available in this game,Trade/migrate from another game,Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
Kecleon,Normal,None,,,,,,,"Route 118, 119, 120, 121, 123","Route 118, 119, 120, 121, 123",Trade/migrate from another game,Trade/migrate from another game,"Route 118, 119, 120, 121, 123",Route 210,Trade/migrate from another game,Great Marsh,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,Trade/migrate from another game,"Nature Sanctuary, Nature Preserve","Nature Sanctuary, Nature Preserve",Route 6,Route 6,"Route 118, 119, 120, 121, 123, Mossdeep City","Route 118, 119, 120, 121, 123, Mossdeep City",Trade/migrate from another game,Trade/migrate from another game,Dividing Peak Tunnel,Dividing Peak Tunnel,Not available in this game,Not available in this game,Not available in this game,Not available in this game,"Route 210, Grassland Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern",Trade/migrate from another game,Not available in this game,Not available in this game,Not available in this game
