"movie number""line number" "character" "dialogue"
"V" "588" "THREEPIO" "Well, they did let us land."
"V" "589" "HAN" "Look, don't worry. Everything's going to be fine. Trust me."
"V" "590" "HAN" "See? My friend.  Keep your eyes open, okay?"
"V" "591" "LANDO" "Why, you slimy, double-crossing, no-good swindler! You've got a  lot of guts coming here, after what you pulled."
"V" "592" "LANDO" "How you doing, you old pirate? So good to see you! I  never thought I'd catch up with you again. Where you been?"
"V" "593" "THREEPIO" "Well, he seems very friendly."
"V" "594" "LEIA" "Yes...very friendly."
"V" "595" "LANDO" "What are you doing here?"
"V" "596" "HAN" "Ahh...repairs. I thought you could  help me out."
"V" "597" "LANDO" "What have you done to my ship?"
"V" "598" "HAN" "Your ship? Hey, remember, you lost her to me fair and square."
"V" "599" "LANDO" "Hello. What have we here? Welcome. I'm Lando Calrissian. I'm  the administrator of this facility. and who might you be?"
"V" "600" "LEIA" "Leia."
"V" "601" "LANDO" "Welcome, Leia."
"V" "602" "HAN" "All right, all right, you old smoothie."
"V" "603" "THREEPIO" "Hello, sir. I am See-Threepio, human-cyborg relations. My  facilities are at your..."
"V" "604" "THREEPIO" "Well, really!"
"V" "605" "LANDO" "What's wrong with the Falcon?"
"V" "606" "HAN" "Hyperdrive."
"V" "607" "LANDO" "I'll get my people to work on it."
"V" "608" "HAN" "Good."
"V" "609" "LANDO" "You know, that ship saved my life quite a few times. She's the  fastest hunk of junk in the galaxy."
"V" "610" "HAN" "How's the gas mine? Is it paying off for you?"
"V" "611" "LANDO" "Oh, not as well as I'd like. We're a small outpost and not very  self-sufficient. And I've had supply problems of every kind. I've had labor difficulties... What's so funny?"
"V" "612" "HAN" "You. Listen to you -- you sound like a businessman, a responsible  leader. Who'd have thought that, huh?"
"V" "613" "LANDO" "You know, seeing you sure brings back a few things."
"V" "614" "HAN" "Yeah."
"V" "615" "LANDO" "Yeah, I'm responsible these days. It's the  price you pay for being successful."
"V" "616" "THREEPIO" "Oh! Nice to see a familiar face."
"V" "617" "SECOND THREEPIO" "E chu ta!"
"V" "618" "THREEPIO" "How rude!"
"V" "619" "THREEPIO" "That sounds like an R2 unit in there. I wonder if..."
"V" "620" "THREEPIO" "Hello? How interesting. Oh, my."
"V" "621" "MAN" "Who are you?"
"V" "622" "THREEPIO" "Oh, I'm terribly sorry. I...I didn't mean to intrude. No,  no, please don't get up. No!"
"V" "623" "YODA" "Luke! You must complete the training."
"V" "624" "LUKE" "I can't keep the vision out of my head. They're my friends. I've  got to help them."
"V" "625" "YODA" "You must not go!"
"V" "626" "LUKE" "But Han and Leia will die if I don't."
"V" "627" "BEN" "You don't know that."
"V" "628" "BEN" "Even Yoda cannot see their fate."
"V" "629" "LUKE" "But I can help them! I feel the Force!"
"V" "630" "BEN" "But you cannot control it. This is a dangerous time for you, when  you will be tempted by the dark side of the Force."
"V" "631" "YODA" "Yes, yes. To Obi-Wan you listen. The cave. Remember your failure  at the cave!"
"V" "632" "LUKE" "But I've learned so much since then. Master Yoda, I promise to  return and finish what I've begun. You have my word."
"V" "633" "BEN" "It is you and your abilities the Emperor wants. that is why your  friends are made to suffer."
"V" "634" "LUKE" "And that is why I have to go."
"V" "635" "BEN" "Luke, I don't want to lose you to the Emperor the way I lost  Vader."
"V" "636" "LUKE" "You won't."
"V" "637" "YODA" "Stopped they must be. On this depends. Only a fully trained Jedi  Knight with the Force as his ally will conquer Vader and his Emperor. If you end your training now, if you choose the quick and easy path, as Vader did, you will become an agent of evil."
"V" "638" "BEN" "Patience."
"V" "639" "LUKE" "And sacrifice Han and Leia?"
"V" "640" "YODA" "If you honor what they fight for...yes!"
"V" "641" "BEN" "If you choose to face Vader, you will do it alone. I cannot  interfere."
"V" "642" "LUKE" "I understand.  Artoo, fire up the  converters."
"V" "643" "BEN" "Luke, don't give in to hate -- that leads to the dark side."
"V" "644" "YODA" "Strong is Vader. Mind what you have learned. Save you it can."
"V" "645" "LUKE" "I will. And I'll return. I promise."
"V" "646" "YODA" "Told you, I did. Reckless is he. Now matters are worse."
"V" "647" "BEN" "That boy is our last hope."
"V" "648" "YODA" "No. There is another."
"V" "649" "HAN" "The ship is almost finished. Two or Three more things and we're  in great shape."
"V" "650" "LEIA" "The sooner the better. Something's wrong here. No one has seen  or knows anything about Threepio. He's been gone too long to have gotten lost."
"V" "651" "HAN" "Relax. I'll talk to Lando and see what I can find out."
"V" "652" "LEIA" "I don't trust Lando."
"V" "653" "HAN" "Well, I don't trust him, either. But he is my friend. Besides,  we'll soon be gone."
"V" "654" "LEIA" "And then you're as good as gone, aren't you?"
"V" "655" "LEIA" "What happened?"
"V" "656" "HAN" "Where? Found him in a junk pile?"
"V" "657" "LEIA" "Oh, what a mess. Chewie, do you think you can repair him?"
"V" "658" "HAN" "Lando's got people who can fix him."
"V" "659" "LEIA" "No, thanks."
"V" "660" "LANDO" "I'm sorry. Am I interrupting anything?"
"V" "661" "LEIA" "Not really."
"V" "662" "LANDO" "You look absolutely beautiful. You truly belong here with us  among the clouds."
"V" "663" "LEIA" "Thank you."
"V" "664" "LANDO" "Will you join me for a little refreshment?"
"V" "665" "LANDO" "Everyone's invited, of course."
"V" "666" "LANDO" "Having trouble with you droid?"
"V" "667" "HAN" "No. No problem. Why?"
"V" "668" "LANDO" "So you see, since we're a small operation, we don't fall into  the...uh...jurisdiction of the Empire."
"V" "669" "LEIA" "So you're part of the mining guild then?"
"V" "670" "LANDO" "No, not actually. Our operation is small enough not to be  noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves."
"V" "671" "HAN" "Aren't you afraid the Empire's going to find out about this  little operation and shut you down?"
"V" "672" "LANDO" "That's always been a danger looming like a shadow over  everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever."
"V" "673" "VADER" "We would be honored if you would join us."
"V" "674" "LANDO" "I had no choice. They arrived right before you did. I'm sorry."
"V" "675" "HAN" "I'm sorry, too."
"V" "676" "LUKE" "No, Threepio's with them."
"V" "677" "LUKE" "Just hang on. We're almost there."
"V" "678" "THREEPIO" "Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don't mean  to intrude here. I, don't, no, no, no...Please don't get up. No!"
"V" "679" "THREEPIO" "Stormtroopers? Here? We're in danger. I must tell the  others. Oh, no! I've been shot!"
"V" "680" "LANDO" "Lord Vader."
"V" "681" "VADER" "You may take Captain Solo to Jabba the Hut after I  have Skywalker."
"V" "682" "BOBA FETT" "He's no good to me dead."
"V" "683" "VADER" "He will not be permanently damaged."
"V" "684" "LANDO" "Lord Vader, what about Leia and the Wookiee?"
"V" "685" "VADER" "They must never again leave this city."
"V" "686" "LANDO" "That was never a condition of our agreement, nor was giving Han  to this bounty hunter!"
"V" "687" "VADER" "Perhaps you think you're being treated unfairly."
"V" "688" "LANDO" "No."
"V" "689" "VADER" "Good. It would be unfortunate if I had to leave a garrison  here."
"V" "690" "LANDO" "This deal's getting worse all the time."
"V" "691" "THREEPIO" "Oh, yes, that's very good. I like that. Oh! Something's not  right because now I can't see. Wait. Wait! Oh, my! what have you done? I'm backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough..."
"V" "692" "HAN" "I feel terrible."
"V" "693" "LEIA" "Why are they doing this?"
"V" "694" "HAN" "They never even asked me any questions."
"V" "695" "LEIA" "Lando."
"V" "696" "HAN" "Get out of here, Lando!"
"V" "697" "LANDO" "Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me."
"V" "698" "HAN" "Over to you?"
"V" "699" "LANDO" "They'll have to stay here, but at least they'll be safe."
"V" "700" "LEIA" "What about Han?"
"V" "701" "LANDO" "Vader's giving him to the bounty hunter."
"V" "702" "LEIA" "Vader wants us all dead."
"V" "703" "LANDO" "He doesn't want you at all. He's after somebody called  Skywalker."
"V" "704" "HAN" "Luke?"
"V" "705" "LANDO" "Lord Vader has set a trap for him."
"V" "706" "LEIA" "And we're the bait."
"V" "707" "LANDO" "Well, he's on his way."
"V" "708" "HAN" "Perfect. You fixed us all pretty good, didn't you?   My friend!"
"V" "709" "LANDO" "Stop! I've done all I can do. I'm sorry I couldn't do better,  but I have my own problems."
"V" "710" "HAN" "Yeah, you're a real hero."
"V" "711" "LEIA" "You certainly have a way with people."
"V" "712" "VADER" "This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor."
"V" "713" "IMPERIAL SOLDIER" "Lord Vader, ship approaching. X-wing class."
"V" "714" "VADER" "Good. Monitor Skywalker and allow him to land."
"V" "715" "LANDO" "Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him."
"V" "716" "VADER" "I do not want the Emperor's prize damaged. We will test it...on  Captain Solo."
"V" "717" "THREEPIO" "If only you had attached my legs, I wouldn't be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don't do anything foolish."
"V" "718" "HAN" "What's going on...buddy?"
"V" "719" "LANDO" "You're being put into carbon freeze."
"V" "720" "BOBA FETT" "What if he doesn't survive? He's worth a lot to me."
"V" "721" "VADER" "The Empire will compensate you if he dies. Put him in!"
"V" "722" "THREEPIO" "Oh, no! No, no, no! Stop, Chewbacca, stop...!"
"V" "723" "HAN" "Stop, Chewie, stop! Do you hear me? Stop!"
"V" "724" "THREEPIO" "Yes, stop, please! I'm not ready to die."
"V" "725" "HAN" "Chewie! Chewie, this won't help me. Hey!"
"V" "726" "HAN" "Save your strength. There'll be another time. The princess -- you  have to take care of her. You hear me?"
"V" "727" "LEIA" "I love you!"
"V" "728" "HAN" "I know."
"V" "729" "THREEPIO" "What...what's going on? Turn around, Chewbacca, I can't see.  Oh...they've encased him in carbonite. He should be quite well-protected -- if he survives the freezing process, that is."
"V" "730" "VADER" "Well, Calrissian, did he survive?"
"V" "731" "LANDO" "Yes, he's alive. And in perfect hibernation."
"V" "732" "VADER" "He's all yours bounty hunter. Reset the chamber for Skywalker."
"V" "733" "IMPERIAL OFFICER" "Skywalker has just landed, my lord."
"V" "734" "VADER" "Good. See to it that he finds his way here. Calrissian, take  the princess and the Wookiee to my ship."
"V" "735" "LANDO" "You said they'd be left in the city under my supervision."
"V" "736" "VADER" "I am altering the deal. Pray I don't alter it any further."
"V" "737" "LEIA" "Luke! Luke, don't -- it's a trap! It's a trap!"
"V" "738" "VADER" "The Force is with you, young Skywalker. But you are not a Jedi  yet."
"V" "739" "LANDO" "Well done. Hold them in the security tower -- and keep it  quiet. Move."
"V" "740" "LEIA" "What do you think you're doing?"
"V" "741" "LANDO" "We're getting out of here."
"V" "742" "THREEPIO" "I knew all along it had to be a mistake."
"V" "743" "LEIA" "Do you think that after what you did to Han we're going to trust  you?"
"V" "744" "LANDO" "I had no choice..."
"V" "745" "THREEPIO" "What are you doing? Trust him, trust him!"
"V" "746" "LEIA" "Oh, so we understand, don't we, Chewie? He had no choice."
"V" "747" "LANDO" "I'm just trying to help..."
"V" "748" "LEIA" "We don't need any of your help."
"V" "749" "LANDO" "H-a-a-a..."
"V" "750" "LEIA" "What?"
"V" "751" "THREEPIO" "It sounds like Han."
"V" "752" "LANDO" "There's still a chance to save Han...I mean, at the East  Platform..."
"V" "753" "LEIA" "Chewie."
"V" "754" "THREEPIO" "I'm terribly sorry about all this. After all,  he's only a Wookiee."
"V" "755" "BOBA FETT" "Put Captain Solo in the cargo hold."
"V" "756" "THREEPIO" "Artoo! Artoo! Where have you been?"
"V" "757" "THREEPIO" "Turn around, you wooly...!  Hurry, hurry! We're  trying to save Han from the bounty hunter!"
"V" "758" "THREEPIO" "Well, at least your still in one piece! Look what happened  to me!"
"V" "759" "THREEPIO" "Oh, no! Chewie, they're behind you!"
"V" "760" "VADER" "You have learned much, young one."
"V" "761" "LUKE" "You'll find I'm full of surprises."
"V" "762" "VADER" "Your destiny lies with me, Skywalker. Obi-Wan knew this to be  true."
"V" "763" "LUKE" "No!"
"V" "764" "VADER" "All to easy. Perhaps you are not as strong as the Emperor  thought."
"V" "765" "VADER" "Impressive...most impressive."
"V" "766" "VADER" "Obi-Wan has taught you well. You have controlled your fear...  now release your anger."
"V" "767" "VADER" "Only your hatred can destroy me."
"V" "768" "LANDO" "The security codes has been changed!"
"V" "769" "THREEPIO" "Artoo, you can tell the computer to override the security  system."
"V" "770" "LANDO" "Attention! This is Lando Calrissian. The Empire has takes  control of the city. I advise everyone to leave before more Imperial troops arrive."
"V" "771" "LANDO" "This way."
"V" "772" "THREEPIO" "Don't blame me. I'm an interpreter. I'm not supposed to know  a power socket from a computer terminal."
"V" "773" "THREEPIO" "What are you talking about? We're not interested in the  hyperdrive on the Millennium Falcon. It's fixed! Just open the door, you stupid lump."
"V" "774" "THREEPIO" "I never doubted you for a second. Wonderful!"
"V" "775" "THREEPIO" "Ouch! Oh! Ah! That hurt, Bend down, you thoughtless...Ow!"
"V" "776" "LANDO" "Leia! Go!"
"V" "777" "THREEPIO" "I thought that hairy beast would be the end of me. Of  course, I've looked better."
"V" "778" "VADER" "You are beaten. It is useless to resist. Don't let yourself be  destroyed as Obi-Wan did."
"V" "779" "VADER" "There is no escape. Don't make me destroy you. You do not yet  realize your importance. You have only begun to discover you power. Join me and I will complete your training. With our combined strength, we can end this destructive conflict and bring order to the galaxy."
"V" "780" "LUKE" "I'll never join you!"
"V" "781" "VADER" "If you only knew the power of the dark side. Obi-Wan never told  you what happened to your father."
"V" "782" "LUKE" "He told me enough! He told me you killed him."
"V" "783" "VADER" "No. I am your father."
"V" "784" "LUKE" "No. No. That's not true! That's impossible!"
"V" "785" "VADER" "Search your feelings. You know it to be true."
"V" "786" "LUKE" "No! No! No!"
"V" "787" "VADER" "Luke. You can destroy the Emperor. He has foreseen this. It is  your destiny. Join me, and we can rule the galaxy as father and son. Come with me. It's the only way."
